id,address,abuse_type_id,abuse_type_other,abuser,description,from_country,from_country_code,created_at
607554,15zX4Uijf7hrUueXFU6rPQm1DniiY9UvEq,1,,"Unknown, they spoofed an email address","I will be direct You watch adult content often, and I caught you masturbating. We all do it from time to time. How I did this Your router was vulnerable. I was able to inject some code into the firmware, and every device connected on the network, including phones, was compromised. Then I set every device available to record with the camera only when you watch  adult content. I also got your contact lists, phone numbers, emails, social  media contacts, and here is the deal. If you don`t pay me $1750 USD worth in Bicoin, I will send your masturbation video,  search history, and all your private chat to all your contacts and  all social media

Bitcoin Address:   15zX4Uijf7hrUueXFU6rPQm1DniiY9UvEq

AMOUNT: 0.082  BTC  ||  approximately ||

 Copy the address perfectly,  with no mistakes","United States",US,2022-08-26T14:29:44.000000Z
607564,17wkbqoaUCUUxw3N1QocutFJTH47Zb8jPQ,5,,"Claims to be a hacker","Sent message making it look like it is coming from my computer. It's not.","United States",US,2022-08-26T14:31:46.000000Z
607574,17wkbqoaUCUUxw3N1QocutFJTH47Zb8jPQ,4,,"No name been given.","That generic email where they pretend to have send you an email from your own account and have a video of you masturbating and then threaten to release it if I don't pay into this bitcoin wallet.","United States",US,2022-08-26T14:39:29.000000Z
607584,17wkbqoaUCUUxw3N1QocutFJTH47Zb8jPQ,4,,<self>,"Hello! Have you recently noticed that I have e-mailed you from your account? Yes, this simply means that I have total access to your device. For the last couple of months, I have been watching you. Still wondering how is that possible? Well, you have been infected with malware originating from an adult website that you visited. You may not be familiar with this, but I will try explaining it to you. With help of the Trojan Virus, I have complete access to a PC or any other devi","United States",US,2022-08-26T14:44:13.000000Z
607594,3JJBG6ArQDjUiE26reqUzXrsTBKLQKuvgS,4,,arrent,"با وعده های پوشالی هر روز پول بیشتر میخواهد","United States",US,2022-08-26T15:09:36.000000Z
607604,bc1qltgtyletepk7wrqklarmk6du009y7p0twcftar,99,Scam,"Lucas Lundgren","His new made adres, still trying to get BTC. Scam on many different sites. Be warned","United States",US,2022-08-26T15:10:59.000000Z
607614,bc1q6y9cxnvfftv67js22s5vlxmffv5w5ks0wyrvpm,4,,"yahoo email scam","Said email was hacked, would leak porn taken from phone camera if I didn't pay $400. LOL yeah right. Total SCAM!","United States",US,2022-08-26T15:12:20.000000Z
607624,17wkbqoaUCUUxw3N1QocutFJTH47Zb8jPQ,4,,Unknown,"This scammer spoofed my email address and sent the following nonte.

Claims to have a trojan horse on my computer that updates the drivers every four hours so malware can't detect it. This person is looking for $1450 in USD to be deposited in his bitcoin address.","United States",US,2022-08-26T15:12:59.000000Z
607634,bc1q6y9cxnvfftv67js22s5vlxmffv5w5ks0wyrvpm,1,,"spoofed my own email","et's settle it this way:
You transfer $400 USD to me (in bitcoin equivalent according to the exchange rate at the moment of funds transfer), and once the transfer is received, I will delete all this dirty stuff right away.
After that we will forget about each other. I also promise to deactivate and delete all the harmful software from your devices. Trust me, I keep my word.

This is a fair deal and the price is quite low, considering that I have been checking out your profile and traffic for some time by now.
In case, if you don't know how to purchase and transfer the bitcoins - you can use any modern search engine.

Here is my bitcoin wallet: bc1q6y9cxnvfftv67js22s5vlxmffv5w5ks0wyrvpm","United States",US,2022-08-26T15:15:28.000000Z
607644,bc1qmuug7gxm7yy52ty5s4qfcr7v6vlyuzdyw50n0a,4,"He is sending me threats to send stuff from my account",mhmead208@yahoo.com,"He sent a screenshot of my pc and said he has access to my pc and is threatening me to send him money or else he will send information of me to my friends. I am struck in fear of this fool. Can I get assistance.","United States",US,2022-08-26T15:39:43.000000Z
607654,1LRzCRoxaQ6AiAR8vEyUody3Aw235JXgRL,5,,"(empty SMTP from)","Starts with
“Have you recently noticed that I have e-mailed you from your account?
Yes, this simply means that I have total access to your device.
For the last couple of months, I have been watching you.
Still wondering how is that possible? Well, you have been infected with malware originating from an adult website that you visited. You may not be familiar with this, but I will try explaining it to you.”

The original Received: header shows it was received from 89.109.84.111 (NOS Madeira Comunicacoes S.A.)","United States",US,2022-08-26T15:41:21.000000Z
607664,1LRzCRoxaQ6AiAR8vEyUody3Aw235JXgRL,4,,"usual spoof","Hello!
Have you recently noticed that I have e-mailed you from your account?
Yes, this simply means that I have total access to your device.

For the last couple of months, I have been watching you.
Still wondering how is that possible? Well, you have been infected with malware originating from an adult website that you visited. You may not be familiar with this, but I will try explaining it to you.

With help of the Trojan Virus, I have complete access to a PC or any other device.
This simply means I can see you at any time I wish to on your screen by simply turning on your camera and microphone, without you even noticing it. In addition, I have also got access to your contacts list and all your correspondence.

You may be asking yourself, ""But my PC has an active antivirus, how is this e","United States",US,2022-08-26T15:55:35.000000Z
607674,17wkbqoaUCUUxw3N1QocutFJTH47Zb8jPQ,5,,"BTC Wallet","They hacked into my email account and sent me an email from my own address that said ""I have a video of you wanking on the left screen, and on the right screen - the video you were watching while masturbating"" and then went on to demand $1450 in return for them not releasing the ""video"". They claimed to have gotten this through hacking my laptop (I highly doubt they actually have anything) but I thought I'd report it anyway as they've probably tried to extort others.","United States",US,2022-08-26T16:07:36.000000Z
607684,1DK8REUxMnvfte6ceXB7pnH356PsXNzGzn,99,giveawayscam,czhold.net,"This is a cryptocurrency giveaway scam","United States",US,2022-08-26T16:15:36.000000Z
607694,1DK8REUxMnvfte6ceXB7pnH356PsXNzGzn,99,giveawayscam,binanceceo.info,"This is a cryptocurrency giveaway scam","United States",US,2022-08-26T16:15:48.000000Z
607704,17wkbqoaUCUUxw3N1QocutFJTH47Zb8jPQ,5,,"([41.150.241.197]:38563 helo=8ta-150-209-211.telkomadsl.co.za)","All you have to do to prevent this from happening is - transfer bitcoins worth $1450 (USD) to my Bitcoin address","United States",US,2022-08-26T16:28:23.000000Z
607714,bc1q6x4kev9pefay37uctaq9ggqmxrg7a6txn2tanf,4,,none,"Email scammer specifying that they had hacked into one of our company emails. Then installed  Trojan virus to access cameras, microphones, etc. Requested $1,000 in bitcoin.","United States",US,2022-08-26T16:33:05.000000Z
607724,1MuskXELk6Gh9bBp94VzuD368e22JTVsS8,99,giveawayscam,give-tesla.com,"This is a cryptocurrency giveaway scam","United States",US,2022-08-26T16:35:46.000000Z
607734,1GvxuP9puQCMNQvEKuwNrLeGwp9LWV4822,5,,unulout@mail.clintonemailhearing.com,"Cut and pasted ""i hacked your computer and have access to your browsing habits and made a video of you"" sextortion email.","United States",US,2022-08-26T16:57:17.000000Z
607744,bc1q6c0h5y5w3x00uqpwxyw868jreg3gx2lrvuruuh,99,Scam,https://fibonacci-trade.com/,"Lets you trade on fake portal. When willing to cash out they are gone","United States",US,2022-08-26T17:00:50.000000Z
607754,bc1qg96yy8qrxrnqyxwdtsk83uw4hpal8mhrs4gd9f,99,giveawayscam,emusk2xs.com,"This is a cryptocurrency giveaway scam","United States",US,2022-08-26T17:07:34.000000Z
607764,1LRzCRoxaQ6AiAR8vEyUody3Aw235JXgRL,4,,"spoofed email","Received: from [194.230.130.201] 
Subject: Waiting for the payment.
Hello! Have you recently noticed that I have e-mailed you from your account?
Yes, this simply means that I have total access to your device.
For the last couple of months, I have been watching you.
Still wondering how is that possible? Well, you have been infected with malware originating from an adult website that you visited. You may not be familiar with this, but I will try explaining it to you.
With help of the Trojan Virus, I have complete access to a PC or any other device.
This simply means I can see you at any time I wish to on your screen by simply turning on your camera and microphone, without you even noticing it. In addition, I have also got access to your contacts list and all your correspondence.
You may be asking yourself, ""But my PC has an active antivirus, how is this even possible? Why didn't I receive any notification?"" Well, the answer is simple: my malware uses drivers, where I update the signatures every four hours, making it undetectable, and hence keeping your antivirus silent.","United States",US,2022-08-26T17:09:37.000000Z
607774,bc1qe7vygj2v4y9k35j5qkm8ltcc69rd3qeju636dz,99,giveawayscam,emusk2xg.com,"This is a cryptocurrency giveaway scam","United States",US,2022-08-26T17:10:00.000000Z
607784,bc1q8pzkdv4f5g0d6ffhgsjd07lrkgt44ldp2ngzhu,99,giveawayscam,emusk2xq.com,"This is a cryptocurrency giveaway scam","United States",US,2022-08-26T17:10:10.000000Z
607794,bc1q6c7me5r5c5336k777w363rx9khp6d2xxmct3pr,4,,"+46 736513367","Phonescam.  Say the have compromited material they threaten to send to friends, family and work","United States",US,2022-08-26T17:11:01.000000Z
607804,bc1qdc9vsvrglzzrrjv0yl5fzlnr2hsv3gw2ljj9sv,99,"Stoll my money","Gracie davey","She tell me to put money on the Binance account and primes me that I will have my money she stole me 2000€ and I want them back please help me","United States",US,2022-08-26T17:13:07.000000Z
607814,bc1q444vm07qcwqyd3ytrnmp2hyklc3kq97qlvgvxl,1,,"from deskera.com (HELO igfnicc.com) ([194.38.20.216])","All you have to do to prevent this from happening is - transfer bitcoins worth $580 (USD) to my Bitcoin address (if you have no idea how to do this, you can open your browser and simply search: ""Buy Bitcoin"").
My bitcoin addresses  (USE ANY OF THE BTC Wallets) :  

BTC : bc1quv2l07cec2pluq6qgpv95fu990mjlm7ljqksky

BTC: bc1q444vm07qcwqyd3ytrnmp2hyklc3kq97qlvgvxl","United States",US,2022-08-26T17:30:26.000000Z
607824,bc1qvf6u3ejywcfde3kzwgs35stajcygpmamyl3ku2,99,giveawayscam,elonbtc23.com,"This is a cryptocurrency giveaway scam","United States",US,2022-08-26T17:43:21.000000Z
607834,bc1q6x4kev9pefay37uctaq9ggqmxrg7a6txn2tanf,4,,mori-kogyo.jp,"scammer claiming to have hacked devices and recording target before blackmailing them for 960.00 USD","United States",US,2022-08-26T17:54:27.000000Z
